group,cat_code,cat,type,potential_points,awarded_points,building_code
EA,EAc3,Enhanced commissioning,cred,2,2,12
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,2,12
EA,EAc5,Measurement and verification,cred,3,1,12
EA,EAc6,Green power,cred,2,0,12
EA,EAp4,Energy performance metering path,prereq,0,0,12
MR,MR,Material and Resources,cat,14,4,12
MR,MRp1,Storage and collection of recyclables,prereq,0,0,12
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,12
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,12
MR,MRc2,Construction waste Mgmt,cred,2,2,12
MR,MRc3,Materials reuse,cred,2,0,12
MR,MRc4,Recycled content,cred,2,2,12
MR,MRc5 ,Regional materials,cred,2,0,12
MR,MRc6,Rapidly renewable materials,cred,1,0,12
MR,MRc7,Certified wood,cred,1,0,12
EQ,EQ,Indoor Environmental Quality,cat,15,8,12
EQ,EQp1,Minimum IAQ performance,prereq,0,0,12
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,12
EQ,EQc1,Outdoor air delivery monitoring,cred,1,1,12
EQ,EQc2,Increased ventilation,cred,1,0,12
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,12
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,1,12
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,12
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,12
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,0,12
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,0,12
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,1,12
EQ,EQc6.1,Controllability of systems - lighting,cred,1,0,12
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,0,12
EQ,EQc7.1,Thermal comfort - design,cred,1,1,12
EQ,EQc7.2,Thermal comfort - verification,cred,1,1,12
EQ,EQc8.1,Daylight and views - daylight,cred,1,0,12
EQ,EQc8.2,Daylight and views - views,cred,1,0,12
ID,ID,Innovation,cat,6,3,12
ID,IDc1,Innovation in design,cred,5,2,12
ID,IDc2,LEED Accredited Professional,cred,1,1,12
RP,RP,Regional Priority Credits,cat,4,2,12
RP,EAc2,On-site renewable energy,cred,1,0,12
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,12
RP,WEc1,Water efficient landscaping,cred,1,1,12
RP,WEc3,Water use reduction,cred,1,0,12
TO,TO,Total,cat,110,53,12
SS,SS,Sustainable sites,cat,26,17,13
SS,SSp1,Construction activity pollution prevention,prereq,0,0,13
SS,SSc1,Site selection,cred,1,1,13
SS,SSc2,Development density and communnity connectivity,cred,5,5,13
SS,SSc3,Brownfield redevlopment,cred,1,1,13
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,13
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,1,13
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,0,13
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,2,13
SS,SSc5.1,Site development - protect or restore habitat,cred,1,0,13
SS,SSc5.2 ,Site development - maximize open space,cred,1,0,13
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,0,13
SS,SSc6.2,Stormwater design - quality control,cred,1,0,13
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,0,13
SS,SSc7.2,Heat island effect - roof,cred,1,1,13
SS,SSc8,Light pollution reduction,cred,1,0,13
WE,WE,Water efficiency,cat,10,7,13
WE,WEp1,Water use reduction,prereq,0,0,13
WE,WEc1,Water efficient landscaping,cred,4,4,13
WE,WEc2,Innovative wastewater technologies,cred,2,0,13
WE,WEc3,Water use reduction,cred,4,3,13
EA,EA,Energy and Atmosphere,cat,53,12,13
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,13
EA,EAp2,Minimum energy performance,prereq,0,0,13
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,13
EA,EAc1,Optimize energy performance,cred,19,7,13
EA,EAc2,On-site renewable energy,cred,7,0,13
EA,EAc3,Enhanced commissioning,cred,2,2,13
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,2,13
EA,EAc5,Measurement and verification,cred,3,1,13
EA,EAc6,Green power,cred,2,0,13
EA,EAp4,Energy performance metering path,prereq,0,0,13
MR,MR,Material and Resources,cat,14,4,13
MR,MRp1,Storage and collection of recyclables,prereq,0,0,13
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,13
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,13
MR,MRc2,Construction waste Mgmt,cred,2,2,13
MR,MRc3,Materials reuse,cred,2,0,13
MR,MRc4,Recycled content,cred,2,2,13
MR,MRc5 ,Regional materials,cred,2,0,13
MR,MRc6,Rapidly renewable materials,cred,1,0,13
MR,MRc7,Certified wood,cred,1,0,13
EQ,EQ,Indoor Environmental Quality,cat,15,8,13
EQ,EQp1,Minimum IAQ performance,prereq,0,0,13
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,13
EQ,EQc1,Outdoor air delivery monitoring,cred,1,1,13
EQ,EQc2,Increased ventilation,cred,1,0,13
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,13
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,1,13
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,13
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,13
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,0,13
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,0,13
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,1,13
EQ,EQc6.1,Controllability of systems - lighting,cred,1,0,13
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,0,13
EQ,EQc7.1,Thermal comfort - design,cred,1,1,13
EQ,EQc7.2,Thermal comfort - verification,cred,1,1,13
EQ,EQc8.1,Daylight and views - daylight,cred,1,0,13
EQ,EQc8.2,Daylight and views - views,cred,1,0,13
ID,ID,Innovation,cat,6,3,13
ID,IDc1,Innovation in design,cred,5,2,13
ID,IDc2,LEED Accredited Professional,cred,1,1,13
RP,RP,Regional Priority Credits,cat,4,2,13
RP,EAc2,On-site renewable energy,cred,1,0,13
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,13
RP,WEc1,Water efficient landscaping,cred,1,1,13
RP,WEc3,Water use reduction,cred,1,0,13
TO,TO,Total,cat,110,53,13
SS,SS,Sustainable sites,cat,26,19,11
SS,SSp1,Construction activity pollution prevention,prereq,0,0,11
SS,SSc1,Site selection,cred,1,1,11
SS,SSc2,Development density and communnity connectivity,cred,5,5,11
SS,SSc3,Brownfield redevlopment,cred,1,1,11
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,11
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,1,11
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,0,11
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,2,11
SS,SSc5.1,Site development - protect or restore habitat,cred,1,1,11
SS,SSc5.2 ,Site development - maximize open space,cred,1,1,11
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,0,11
SS,SSc6.2,Stormwater design - quality control,cred,1,0,11
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,0,11
SS,SSc7.2,Heat island effect - roof,cred,1,1,11
SS,SSc8,Light pollution reduction,cred,1,0,11
WE,WE,Water efficiency,cat,10,4,11
WE,WEp1,Water use reduction,prereq,0,0,11
WE,WEc1,Water efficient landscaping,cred,4,4,11
WE,WEc2,Innovative wastewater technologies,cred,2,0,11
WE,WEc3,Water use reduction,cred,4,0,11
EA,EA,Energy and Atmosphere,cat,53,13,11
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,11
EA,EAp2,Minimum energy performance,prereq,0,0,11
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,11
EA,EAc1,Optimize energy performance,cred,19,9,11
EA,EAc2,On-site renewable energy,cred,7,0,11
EA,EAc3,Enhanced commissioning,cred,2,2,11
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,2,11
EA,EAc5,Measurement and verification,cred,3,0,11
EA,EAc6,Green power,cred,2,0,11
EA,EAp4,Energy performance metering path,prereq,0,0,11
MR,MR,Material and Resources,cat,14,6,11
MR,MRp1,Storage and collection of recyclables,prereq,0,0,11
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,11
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,11
MR,MRc2,Construction waste Mgmt,cred,2,2,11
MR,MRc3,Materials reuse,cred,2,0,11
MR,MRc4,Recycled content,cred,2,2,11
MR,MRc5 ,Regional materials,cred,2,2,11
MR,MRc6,Rapidly renewable materials,cred,1,0,11
MR,MRc7,Certified wood,cred,1,0,11
EQ,EQ,Indoor Environmental Quality,cat,15,10,11
EQ,EQp1,Minimum IAQ performance,prereq,0,0,11
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,11
EQ,EQc1,Outdoor air delivery monitoring,cred,1,1,11
EQ,EQc2,Increased ventilation,cred,1,0,11
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,11
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,1,11
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,11
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,11
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,1,11
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,1,11
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,1,11
EQ,EQc6.1,Controllability of systems - lighting,cred,1,1,11
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,0,11
EQ,EQc7.1,Thermal comfort - design,cred,1,1,11
EQ,EQc7.2,Thermal comfort - verification,cred,1,0,11
EQ,EQc8.1,Daylight and views - daylight,cred,1,0,11
EQ,EQc8.2,Daylight and views - views,cred,1,0,11
ID,ID,Innovation,cat,6,6,11
ID,IDc1,Innovation in design,cred,5,5,11
ID,IDc2,LEED Accredited Professional,cred,1,1,11
RP,RP,Regional Priority Credits,cat,4,2,11
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,11
RP,WEc1,Water efficient landscaping,cred,1,1,11
RP,WEc3,Water use reduction,cred,1,0,11
TO,TO,Total,cat,110,60,11
SS,SS,Sustainable sites,cat,26,15,10
SS,SSp1,Construction activity pollution prevention,prereq,0,0,10
SS,SSc1,Site selection,cred,1,1,10
SS,SSc2,Development density and communnity connectivity,cred,5,5,10
SS,SSc3,Brownfield redevlopment,cred,1,0,10
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,10
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,0,10
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,0,10
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,2,10
SS,SSc5.1,Site development - protect or restore habitat,cred,1,0,10
SS,SSc5.2 ,Site development - maximize open space,cred,1,1,10
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,0,10
SS,SSc6.2,Stormwater design - quality control,cred,1,0,10
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,0,10
SS,SSc7.2,Heat island effect - roof,cred,1,0,10
SS,SSc8,Light pollution reduction,cred,1,0,10
WE,WE,Water efficiency,cat,10,4,10
WE,WEp1,Water use reduction,prereq,0,0,10
WE,WEc1,Water efficient landscaping,cred,4,4,10
WE,WEc2,Innovative wastewater technologies,cred,2,0,10
WE,WEc3,Water use reduction,cred,4,0,10
EA,EA,Energy and Atmosphere,cat,53,17,10
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,10
EA,EAp2,Minimum energy performance,prereq,0,0,10
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,10
EA,EAc1,Optimize energy performance,cred,19,17,10
EA,EAc2,On-site renewable energy,cred,7,0,10
EA,EAc3,Enhanced commissioning,cred,2,0,10
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,0,10
EA,EAc5,Measurement and verification,cred,3,0,10
EA,EAc6,Green power,cred,2,0,10
EA,EAp4,Energy performance metering path,prereq,0,0,10
MR,MR,Material and Resources,cat,14,4,10
MR,MRp1,Storage and collection of recyclables,prereq,0,0,10
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,10
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,10
MR,MRc2,Construction waste Mgmt,cred,2,2,10
MR,MRc3,Materials reuse,cred,2,0,10
MR,MRc4,Recycled content,cred,2,1,10
MR,MRc5 ,Regional materials,cred,2,1,10
MR,MRc6,Rapidly renewable materials,cred,1,0,10
MR,MRc7,Certified wood,cred,1,0,10
EQ,EQ,Indoor Environmental Quality,cat,15,9,10
EQ,EQp1,Minimum IAQ performance,prereq,0,0,10
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,10
EQ,EQc1,Outdoor air delivery monitoring,cred,1,0,10
EQ,EQc2,Increased ventilation,cred,1,0,10
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,10
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,1,10
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,10
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,10
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,1,10
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,1,10
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,0,10
EQ,EQc6.1,Controllability of systems - lighting,cred,1,0,10
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,0,10
EQ,EQc7.1,Thermal comfort - design,cred,1,1,10
EQ,EQc7.2,Thermal comfort - verification,cred,1,1,10
EQ,EQc8.1,Daylight and views - daylight,cred,1,1,10
EQ,EQc8.2,Daylight and views - views,cred,1,0,10
ID,ID,Innovation,cat,6,2,10
ID,IDc1,Innovation in design,cred,5,1,10
ID,IDc2,LEED Accredited Professional,cred,1,1,10
RP,RP,Regional Priority Credits,cat,4,2,10
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,10
RP,SSc6.1,Stormwater design - quantity control,cred,1,0,10
RP,WEc1,Water efficient landscaping,cred,1,1,10
RP,WEc3,Water use reduction,cred,1,0,10
TO,TO,Total,cat,110,53,10
SS,SS,Sustainable sites,cat,26,22,7
SS,SSp1,Construction activity pollution prevention,prereq,0,0,7
SS,SSc1,Site selection,cred,1,1,7
SS,SSc2,Development density and communnity connectivity,cred,5,5,7
SS,SSc3,Brownfield redevlopment,cred,1,1,7
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,7
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,1,7
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,3,7
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,2,7
SS,SSc5.1,Site development - protect or restore habitat,cred,1,1,7
SS,SSc5.2 ,Site development - maximize open space,cred,1,1,7
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,0,7
SS,SSc6.2,Stormwater design - quality control,cred,1,0,7
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,1,7
SS,SSc7.2,Heat island effect - roof,cred,1,0,7
SS,SSc8,Light pollution reduction,cred,1,0,7
WE,WE,Water efficiency,cat,10,8,7
WE,WEp1,Water use reduction,prereq,0,0,7
WE,WEc1,Water efficient landscaping,cred,4,4,7
WE,WEc2,Innovative wastewater technologies,cred,2,0,7
WE,WEc3,Water use reduction,cred,4,4,7
EA,EA,Energy and Atmosphere,cat,53,10,7
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,7
EA,EAp2,Minimum energy performance,prereq,0,0,7
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,7
EA,EAc1,Optimize energy performance,cred,19,6,7
EA,EAc2,On-site renewable energy,cred,7,0,7
EA,EAc3,Enhanced commissioning,cred,2,2,7
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,2,7
EA,EAc5,Measurement and verification,cred,3,0,7
EA,EAc6,Green power,cred,2,0,7
EA,EAp4,Energy performance metering path,prereq,0,0,7
MR,MR,Material and Resources,cat,14,6,7
MR,MRp1,Storage and collection of recyclables,prereq,0,0,7
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,7
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,7
MR,MRc2,Construction waste Mgmt,cred,2,2,7
MR,MRc3,Materials reuse,cred,2,0,7
MR,MRc4,Recycled content,cred,2,2,7
MR,MRc5 ,Regional materials,cred,2,2,7
MR,MRc6,Rapidly renewable materials,cred,1,0,7
MR,MRc7,Certified wood,cred,1,0,7
EQ,EQ,Indoor Environmental Quality,cat,15,10,7
EQ,EQp1,Minimum IAQ performance,prereq,0,0,7
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,7
EQ,EQc1,Outdoor air delivery monitoring,cred,1,1,7
EQ,EQc2,Increased ventilation,cred,1,0,7
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,7
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,0,7
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,7
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,7
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,1,7
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,1,7
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,1,7
EQ,EQc6.1,Controllability of systems - lighting,cred,1,1,7
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,1,7
EQ,EQc7.1,Thermal comfort - design,cred,1,1,7
EQ,EQc7.2,Thermal comfort - verification,cred,1,0,7
EQ,EQc8.1,Daylight and views - daylight,cred,1,0,7
EQ,EQc8.2,Daylight and views - views,cred,1,0,7
ID,ID,Innovation,cat,6,4,7
ID,IDc1,Innovation in design,cred,5,3,7
ID,IDc2,LEED Accredited Professional,cred,1,1,7
RP,RP,Regional Priority Credits,cat,4,3,7
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,7
RP,SSc6.1,Stormwater design - quantity control,cred,1,0,7
RP,WEc1,Water efficient landscaping,cred,1,1,7
RP,WEc3,Water use reduction,cred,1,1,7
TO,TO,Total,cat,110,63,7
SS,SS,Sustainable sites,cat,26,15,9
SS,SSp1,Construction activity pollution prevention,prereq,0,0,9
SS,SSc1,Site selection,cred,1,1,9
SS,SSc2,Development density and communnity connectivity,cred,5,5,9
SS,SSc3,Brownfield redevlopment,cred,1,0,9
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,9
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,0,9
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,0,9
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,2,9
SS,SSc5.1,Site development - protect or restore habitat,cred,1,0,9
SS,SSc5.2 ,Site development - maximize open space,cred,1,1,9
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,0,9
SS,SSc6.2,Stormwater design - quality control,cred,1,0,9
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,0,9
SS,SSc7.2,Heat island effect - roof,cred,1,0,9
SS,SSc8,Light pollution reduction,cred,1,0,9
WE,WE,Water efficiency,cat,10,8,9
WE,WEp1,Water use reduction,prereq,0,0,9
WE,WEc1,Water efficient landscaping,cred,4,4,9
WE,WEc2,Innovative wastewater technologies,cred,2,0,9
WE,WEc3,Water use reduction,cred,4,4,9
EA,EA,Energy and Atmosphere,cat,53,9,9
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,9
EA,EAp2,Minimum energy performance,prereq,0,0,9
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,9
EA,EAc1,Optimize energy performance,cred,19,4,9
EA,EAc2,On-site renewable energy,cred,7,0,9
EA,EAc3,Enhanced commissioning,cred,2,2,9
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,2,9
EA,EAc5,Measurement and verification,cred,3,1,9
EA,EAc6,Green power,cred,2,0,9
EA,EAp4,Energy performance metering path,prereq,0,0,9
MR,MR,Material and Resources,cat,14,6,9
MR,MRp1,Storage and collection of recyclables,prereq,0,0,9
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,2,9
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,9
MR,MRc2,Construction waste Mgmt,cred,2,0,9
MR,MRc3,Materials reuse,cred,2,0,9
MR,MRc4,Recycled content,cred,2,2,9
MR,MRc5 ,Regional materials,cred,2,2,9
MR,MRc6,Rapidly renewable materials,cred,1,0,9
MR,MRc7,Certified wood,cred,1,0,9
EQ,EQ,Indoor Environmental Quality,cat,15,10,9
EQ,EQp1,Minimum IAQ performance,prereq,0,0,9
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,9
EQ,EQc1,Outdoor air delivery monitoring,cred,1,0,9
EQ,EQc2,Increased ventilation,cred,1,0,9
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,9
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,1,9
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,9
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,9
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,1,9
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,1,9
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,0,9
EQ,EQc6.1,Controllability of systems - lighting,cred,1,1,9
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,1,9
EQ,EQc7.1,Thermal comfort - design,cred,1,1,9
EQ,EQc7.2,Thermal comfort - verification,cred,1,0,9
EQ,EQc8.1,Daylight and views - daylight,cred,1,1,9
EQ,EQc8.2,Daylight and views - views,cred,1,0,9
ID,ID,Innovation,cat,6,5,9
ID,IDc1,Innovation in design,cred,5,4,9
ID,IDc2,LEED Accredited Professional,cred,1,1,9
RP,RP,Regional Priority Credits,cat,4,3,9
RP,EAc2,On-site renewable energy,cred,1,0,9
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,9
RP,SSc6.1,Stormwater design - quantity control,cred,1,0,9
RP,WEc1,Water efficient landscaping,cred,1,1,9
RP,WEc2,Innovative wastewater technologies,cred,1,0,9
RP,WEc3,Water use reduction,cred,1,1,9
TO,TO,Total,cat,110,56,9
SS,SS,Sustainable sites,cat,26,20,8
SS,SSp1,Construction activity pollution prevention,prereq,0,0,8
SS,SSc1,Site selection,cred,1,1,8
SS,SSc2,Development density and communnity connectivity,cred,5,5,8
SS,SSc3,Brownfield redevlopment,cred,1,0,8
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,8
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,1,8
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,3,8
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,2,8
SS,SSc5.1,Site development - protect or restore habitat,cred,1,0,8
SS,SSc5.2 ,Site development - maximize open space,cred,1,1,8
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,0,8
SS,SSc6.2,Stormwater design - quality control,cred,1,0,8
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,0,8
SS,SSc7.2,Heat island effect - roof,cred,1,1,8
SS,SSc8,Light pollution reduction,cred,1,0,8
WE,WE,Water efficiency,cat,10,4,8
WE,WEp1,Water use reduction,prereq,0,0,8
WE,WEc1,Water efficient landscaping,cred,4,2,8
WE,WEc2,Innovative wastewater technologies,cred,2,0,8
WE,WEc3,Water use reduction,cred,4,2,8
EA,EA,Energy and Atmosphere,cat,53,15,8
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,8
EA,EAp2,Minimum energy performance,prereq,0,0,8
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,8
EA,EAc1,Optimize energy performance,cred,19,10,8
EA,EAc2,On-site renewable energy,cred,7,0,8
EA,EAc3,Enhanced commissioning,cred,2,2,8
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,0,8
EA,EAc5,Measurement and verification,cred,3,3,8
EA,EAc6,Green power,cred,2,0,8
EA,EAp4,Energy performance metering path,prereq,0,0,8
MR,MR,Material and Resources,cat,14,7,8
MR,MRp1,Storage and collection of recyclables,prereq,0,0,8
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,8
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,8
MR,MRc2,Construction waste Mgmt,cred,2,2,8
MR,MRc3,Materials reuse,cred,2,0,8
MR,MRc4,Recycled content,cred,2,2,8
MR,MRc5 ,Regional materials,cred,2,2,8
MR,MRc6,Rapidly renewable materials,cred,1,0,8
MR,MRc7,Certified wood,cred,1,1,8
EQ,EQ,Indoor Environmental Quality,cat,15,11,8
EQ,EQp1,Minimum IAQ performance,prereq,0,0,8
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,8
EQ,EQc1,Outdoor air delivery monitoring,cred,1,1,8
EQ,EQc2,Increased ventilation,cred,1,0,8
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,8
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,1,8
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,8
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,8
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,1,8
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,1,8
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,1,8
EQ,EQc6.1,Controllability of systems - lighting,cred,1,1,8
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,1,8
EQ,EQc7.1,Thermal comfort - design,cred,1,1,8
EQ,EQc7.2,Thermal comfort - verification,cred,1,0,8
EQ,EQc8.1,Daylight and views - daylight,cred,1,0,8
EQ,EQc8.2,Daylight and views - views,cred,1,0,8
ID,ID,Innovation,cat,6,4,8
ID,IDc1,Innovation in design,cred,5,3,8
ID,IDc2,LEED Accredited Professional,cred,1,1,8
RP,RP,Regional Priority Credits,cat,4,2,8
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,8
RP,WEc1,Water efficient landscaping,cred,1,1,8
RP,WEc3,Water use reduction,cred,1,0,8
TO,TO,Total,cat,110,63,8
SS,SS,Sustainable Sites,cat,10,1,22
SS,SSp1,Construction activity pollution prevention,prereq,0,0,22
SS,SSc1,Site assessment,cred,1,1,22
SS,SSc2,Site development - protect or restore habitat,cred,2,0,22
SS,SSc3,Open space,cred,1,0,22
SS,SSc4,Rainwater mgmt,cred,3,0,22
SS,SSc5,Heat island reduction,cred,2,0,22
SS,SSc6,Light pollution reduction,cred,1,0,22
WE,WE,Water Efficiency,cat,11,3,22
WE,WEp1,Outdoor water use reduction,prereq,0,0,22
WE,WEp2,Indoor water use reduction,prereq,0,0,22
WE,WEp3,Building level water metering,prereq,0,0,22
WE,WEc1,Cooling tower water use,cred,2,0,22
WE,WEc2,Water metering,cred,1,0,22
WE,WEc3,Outdoor water use reduction,cred,2,2,22
WE,WEc4,Indoor water use reduction,cred,6,1,22
EA,EA,Energy and Atmosphere,cat,89,24,22
