group,cat_code,cat,type,potential_points,awarded_points,building_code,building_name,leed_version,points_earned,cat_and_cat_name
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,1,4,Miller Hall (Mason School of Business,2.2,1/1,EQc4.4 - Low-emitting materials - composite wood and agrifiber products
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,0,4,Miller Hall (Mason School of Business,2.2,0/1,EQc5 - Indoor chemical and pollutant source control
EQ,EQc6.1,Controllability of systems - lighting,cred,1,1,4,Miller Hall (Mason School of Business,2.2,1/1,EQc6.1 - Controllability of systems - lighting
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,1,4,Miller Hall (Mason School of Business,2.2,1/1,EQc6.2 - Controllability of systems - thermal comfort
EQ,EQc7.1 ,Thermal comfort - design,cred,1,1,4,Miller Hall (Mason School of Business,2.2,1/1,EQc7.1  - Thermal comfort - design
EQ,EQc7.2,Thermal comfort - verification,cred,1,1,4,Miller Hall (Mason School of Business,2.2,1/1,EQc7.2 - Thermal comfort - verification
EQ,EQc8.1 ,Daylight and views - daylight 75% of spaces,cred,1,0,4,Miller Hall (Mason School of Business,2.2,0/1,EQc8.1  - Daylight and views - daylight 75% of spaces
EQ,EQc8.2,Daylight and views - daylight 90% of spaces,cred,1,0,4,Miller Hall (Mason School of Business,2.2,0/1,EQc8.2 - Daylight and views - daylight 90% of spaces
ID,ID,Innovation,cat,6,4,4,Miller Hall (Mason School of Business,2.2,4/6,ID - Innovation
ID,IDc1,Innovation in design,cred,4,3,4,Miller Hall (Mason School of Business,2.2,3/4,IDc1 - Innovation in design
ID,IDc2,LEED Accredited Professional,cred,1,1,4,Miller Hall (Mason School of Business,2.2,1/1,IDc2 - LEED Accredited Professional
TO,TO,Total,cat,69,42,4,Miller Hall (Mason School of Business,2.2,42/69,TO - Total
SS,SS,Sustainable sites,cat,14,9,3,Cohen Career Center,2.2,9/14,SS - Sustainable sites
SS,SSp1,Construction activity pollution prevention,prereq,0,0,3,Cohen Career Center,2.2,prerequisite,SSp1 - Construction activity pollution prevention
SS,SSc1,Site selection,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc1 - Site selection
SS,SSc2,Development density and community connectivity ,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc2 - Development density and community connectivity 
SS,SSc3,Brownfield redevelopment,cred,1,0,3,Cohen Career Center,2.2,0/1,SSc3 - Brownfield redevelopment
SS,SSc4.1,Alternative transportation - public transportation access,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc4.1 - Alternative transportation - public transportation access
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc4.2 - Alternative transportation - bicycle storage and changing rooms
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,1,0,3,Cohen Career Center,2.2,0/1,SSc4.3 - Alternative transportation - low emitting and fuel efficient vehicles
SS,SSc4.4,Alternative transportation - parking capacity,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc4.4 - Alternative transportation - parking capacity
SS,SSc5.1,Site development - protect or restore habitat,cred,1,0,3,Cohen Career Center,2.2,0/1,SSc5.1 - Site development - protect or restore habitat
SS,SSc5.2,Site development - maximize open space,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc5.2 - Site development - maximize open space
SS,SSc6.1,Stormwater design - quantity control,cred,1,0,3,Cohen Career Center,2.2,0/1,SSc6.1 - Stormwater design - quantity control
SS,SSc6.2,Stormwater design - quality control,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc6.2 - Stormwater design - quality control
SS,SSc7.1,Heat island effect - non-roof,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc7.1 - Heat island effect - non-roof
SS,SSc7.2,Heat island effect - roof,cred,1,0,3,Cohen Career Center,2.2,0/1,SSc7.2 - Heat island effect - roof
SS,SSc8,Light pollution reduction,cred,1,1,3,Cohen Career Center,2.2,1/1,SSc8 - Light pollution reduction
WE,WE,Water Efficiency,cat,5,4,3,Cohen Career Center,2.2,4/5,WE - Water Efficiency
WE,WEc1.1,Water efficient landscaping - reduce by 50%,cred,1,1,3,Cohen Career Center,2.2,1/1,WEc1.1 - Water efficient landscaping - reduce by 50%
WE,WEc1.2,Water efficient landscaping - no potable water use or no irrigation,cred,1,1,3,Cohen Career Center,2.2,1/1,WEc1.2 - Water efficient landscaping - no potable water use or no irrigation
WE,WEc2,Innovative wastewater technologies,cred,1,0,3,Cohen Career Center,2.2,0/1,WEc2 - Innovative wastewater technologies
WE,WEc3.1,Water use reduction - 20% reduction,cred,1,1,3,Cohen Career Center,2.2,1/1,WEc3.1 - Water use reduction - 20% reduction
WE,WEc3.2,Water use reduction - 30% reduction,cred,1,1,3,Cohen Career Center,2.2,1/1,WEc3.2 - Water use reduction - 30% reduction
EA,EA,Energy and atmosphere,cat,17,9,3,Cohen Career Center,2.2,9/17,EA - Energy and atmosphere
EA,EAp1,Fundamental commissioning of the building energy systems,prereq,0,0,3,Cohen Career Center,2.2,prerequisite,EAp1 - Fundamental commissioning of the building energy systems
EA,EAp2,Minimum energy performance,prereq,0,0,3,Cohen Career Center,2.2,prerequisite,EAp2 - Minimum energy performance
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,3,Cohen Career Center,2.2,prerequisite,EAp3 - Fundamental refrigerant Mgmt
EA,EAc1,Optimize energy performance,cred,10,7,3,Cohen Career Center,2.2,7/10,EAc1 - Optimize energy performance
EA,EAc2,On-site renewable energy,cred,3,0,3,Cohen Career Center,2.2,0/3,EAc2 - On-site renewable energy
EA,EAc3,Enhanced commissioning,cred,1,1,3,Cohen Career Center,2.2,1/1,EAc3 - Enhanced commissioning
EA,EAc4,Enhaned refrigerant Mgmt,cred,1,1,3,Cohen Career Center,2.2,1/1,EAc4 - Enhaned refrigerant Mgmt
EA,EAc5,Measurement and verification,cred,1,0,3,Cohen Career Center,2.2,0/1,EAc5 - Measurement and verification
EA,EAc6,Green power,cred,1,0,3,Cohen Career Center,2.2,0/1,EAc6 - Green power
MR,MR,Material and Resources,cat,13,0,3,Cohen Career Center,2.2,0/13,MR - Material and Resources
MR,MRp1,Storage and collection of recyclables,prereq,0,0,3,Cohen Career Center,2.2,prerequisite,MRp1 - Storage and collection of recyclables
MR,MRc1.1,"Bulding reuse - maintain 75% of existing walls, floors, and roof",cred,1,0,3,Cohen Career Center,2.2,0/1,"MRc1.1 - Bulding reuse - maintain 75% of existing walls, floors, and roof"
MR,MRc1.2,"Building reuse - maintain 95% of existing walls, floors, and roof",cred,1,0,3,Cohen Career Center,2.2,0/1,"MRc1.2 - Building reuse - maintain 95% of existing walls, floors, and roof"
MR,MRc1.3,Building reuse - maintain 50% of interior non-structural elements,cred,1,0,3,Cohen Career Center,2.2,0/1,MRc1.3 - Building reuse - maintain 50% of interior non-structural elements
MR,MRc2.1,Construction waste Mgmt - divert 50% from disposal,cred,1,1,3,Cohen Career Center,2.2,1/1,MRc2.1 - Construction waste Mgmt - divert 50% from disposal
MR,MRc2.2,Construction waste Mgmt - divert 75% from disposal,cred,1,1,3,Cohen Career Center,2.2,1/1,MRc2.2 - Construction waste Mgmt - divert 75% from disposal
MR,MRc3.1,Materials reuse - 5%,cred,1,0,3,Cohen Career Center,2.2,0/1,MRc3.1 - Materials reuse - 5%
MR,MRc3.2,Materials reuse - 10%,cred,1,0,3,Cohen Career Center,2.2,0/1,MRc3.2 - Materials reuse - 10%
MR,MRc4.1,Recycled content - 10% (post-consumer + 1/2 pre-consumer),cred,1,0,3,Cohen Career Center,2.2,0/1,MRc4.1 - Recycled content - 10% (post-consumer + 1/2 pre-consumer)
MR,MRc4.2,Recycled content - 20% (post-consumer + 1/2 pre-consumer),cred,1,0,3,Cohen Career Center,2.2,0/1,MRc4.2 - Recycled content - 20% (post-consumer + 1/2 pre-consumer)
MR,MRc5.1,"Regional materials - 10% extracted, processed, and manufactured regiona...",cred,1,1,3,Cohen Career Center,2.2,1/1,"MRc5.1 - Regional materials - 10% extracted, processed, and manufactured regiona..."
MR,MRc5.2,"Regional materials - 20% extracted, processed, and manufactured regiona...",cred,1,1,3,Cohen Career Center,2.2,1/1,"MRc5.2 - Regional materials - 20% extracted, processed, and manufactured regiona..."
MR,MRc6,Rapidly renewable materials,cred,1,0,3,Cohen Career Center,2.2,0/1,MRc6 - Rapidly renewable materials
MR,MRc7,Certified wood,cred,1,1,3,Cohen Career Center,2.2,1/1,MRc7 - Certified wood
EQ,EQ,Indoor Environmental Quality,cat,15,13,3,Cohen Career Center,2.2,13/15,EQ - Indoor Environmental Quality
EQ,EQp1,Minimum IAQ performance,prereq,0,0,3,Cohen Career Center,2.2,prerequisite,EQp1 - Minimum IAQ performance
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,3,Cohen Career Center,2.2,prerequisite,EQp2 - Environmental Tobacco Smoke (ETS) control
EQ,EQc1 ,Outdoor air delivery monitoring,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc1  - Outdoor air delivery monitoring
EQ,EQc2 ,Increased ventilation,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc2  - Increased ventilation
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc3.1 - Construction IAQ Mgmt plan - during contruction
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,0,3,Cohen Career Center,2.2,0/1,EQc3.2 - Construction IAQ Mgmt plan - before occupancy
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc4.1 - Low-emitting materials - adhesives and sealants
EQ,EQc4.2,Low-emitting materials - paints and coatings,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc4.2 - Low-emitting materials - paints and coatings
EQ,EQc4.3,Low-emitting materials - carpet systems,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc4.3 - Low-emitting materials - carpet systems
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,0,3,Cohen Career Center,2.2,0/1,EQc4.4 - Low-emitting materials - composite wood and agrifiber products
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc5 - Indoor chemical and pollutant source control
EQ,EQc6.1,Controllability of systems - lighting,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc6.1 - Controllability of systems - lighting
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc6.2 - Controllability of systems - thermal comfort
EQ,EQc7.1 ,Thermal comfort - design,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc7.1  - Thermal comfort - design
EQ,EQc7.2,Thermal comfort - verification,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc7.2 - Thermal comfort - verification
EQ,EQc8.1 ,Daylight and views - daylight 75% of spaces,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc8.1  - Daylight and views - daylight 75% of spaces
EQ,EQc8.2,Daylight and views - daylight 90% of spaces,cred,1,1,3,Cohen Career Center,2.2,1/1,EQc8.2 - Daylight and views - daylight 90% of spaces
ID,ID,Innovation,cat,6,2,3,Cohen Career Center,2.2,2/6,ID - Innovation
ID,IDc1,Innovation in design,cred,4,1,3,Cohen Career Center,2.2,1/4,IDc1 - Innovation in design
ID,IDc2,LEED Accredited Professional,cred,1,1,3,Cohen Career Center,2.2,1/1,IDc2 - LEED Accredited Professional
TO,TO,Total,cat,69,42,3,Cohen Career Center,2.2,42/69,TO - Total
SS,SS,Sustainable sites,cat,26,18,15,Greek Fraternity Community Building,3,18/26,SS - Sustainable sites
SS,SSp1,Construction activity pollution prevention,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,SSp1 - Construction activity pollution prevention
SS,SSc1,Site selection,cred,1,1,15,Greek Fraternity Community Building,3,1/1,SSc1 - Site selection
SS,SSc2,Development density and communnity connectivity,cred,5,5,15,Greek Fraternity Community Building,3,5/5,SSc2 - Development density and communnity connectivity
SS,SSc3,Brownfield redevlopment,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc3 - Brownfield redevlopment
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,15,Greek Fraternity Community Building,3,6/6,SSc4.1 - Alternative transportation - public transportation access
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc4.2 - Alternative transportation - bicycle storage and changing rooms
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,3,15,Greek Fraternity Community Building,3,3/3,SSc4.3 - Alternative transportation - low emitting and fuel efficient vehicles
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,2,15,Greek Fraternity Community Building,3,2/2,SSc4.4 - Alternative transporation - parking capacity
SS,SSc5.1,Site development - protect or restore habitat,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc5.1 - Site development - protect or restore habitat
SS,SSc5.2 ,Site development - maximize open space,cred,1,1,15,Greek Fraternity Community Building,3,1/1,SSc5.2  - Site development - maximize open space
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc6.1  - Stormwater design - quantity control
SS,SSc6.2,Stormwater design - quality control,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc6.2 - Stormwater design - quality control
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc7.1  - Heat island effect - nonroof
SS,SSc7.2,Heat island effect - roof,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc7.2 - Heat island effect - roof
SS,SSc8,Light pollution reduction,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc8 - Light pollution reduction
WE,WE,Water efficiency,cat,10,6,15,Greek Fraternity Community Building,3,6/10,WE - Water efficiency
WE,WEp1,Water use reduction,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,WEp1 - Water use reduction
WE,WEc1,Water efficient landscaping,cred,4,4,15,Greek Fraternity Community Building,3,4/4,WEc1 - Water efficient landscaping
WE,WEc2,Innovative wastewater technologies,cred,2,0,15,Greek Fraternity Community Building,3,0/2,WEc2 - Innovative wastewater technologies
WE,WEc3,Water use reduction,cred,4,2,15,Greek Fraternity Community Building,3,2/4,WEc3 - Water use reduction
EA,EA,Energy and Atmosphere,cat,53,5,15,Greek Fraternity Community Building,3,5/53,EA - Energy and Atmosphere
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,EAp1 - Fundamental commissioning of building energy systems
EA,EAp2,Minimum energy performance,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,EAp2 - Minimum energy performance
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,EAp3 - Fundamental refrigerant Mgmt
EA,EAc1,Optimize energy performance,cred,19,1,15,Greek Fraternity Community Building,3,1/19,EAc1 - Optimize energy performance
EA,EAc2,On-site renewable energy,cred,7,0,15,Greek Fraternity Community Building,3,0/7,EAc2 - On-site renewable energy
EA,EAc3,Enhanced commissioning,cred,2,2,15,Greek Fraternity Community Building,3,2/2,EAc3 - Enhanced commissioning
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,0,15,Greek Fraternity Community Building,3,0/2,EAc4 - Enhanced refrigerant Mgmt
EA,EAc5,Measurement and verification,cred,3,0,15,Greek Fraternity Community Building,3,0/3,EAc5 - Measurement and verification
EA,EAc6,Green power,cred,2,2,15,Greek Fraternity Community Building,3,2/2,EAc6 - Green power
EA,EAp4,Energy performance metering path,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,EAp4 - Energy performance metering path
MR,MR,Material and Resources,cat,14,5,15,Greek Fraternity Community Building,3,5/14,MR - Material and Resources
MR,MRp1,Storage and collection of recyclables,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,MRp1 - Storage and collection of recyclables
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,15,Greek Fraternity Community Building,3,0/3,"MRc1.1 - Building reuse - maintain existing walls, floors, and roof"
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,15,Greek Fraternity Community Building,3,0/1,MRc1.2 - Building reuse - maintain interior nonstructural element
MR,MRc2,Construction waste Mgmt,cred,2,1,15,Greek Fraternity Community Building,3,1/2,MRc2 - Construction waste Mgmt
MR,MRc3,Materials reuse,cred,2,0,15,Greek Fraternity Community Building,3,0/2,MRc3 - Materials reuse
MR,MRc4,Recycled content,cred,2,2,15,Greek Fraternity Community Building,3,2/2,MRc4 - Recycled content
MR,MRc5 ,Regional materials,cred,2,2,15,Greek Fraternity Community Building,3,2/2,MRc5  - Regional materials
MR,MRc6,Rapidly renewable materials,cred,1,0,15,Greek Fraternity Community Building,3,0/1,MRc6 - Rapidly renewable materials
MR,MRc7,Certified wood,cred,1,0,15,Greek Fraternity Community Building,3,0/1,MRc7 - Certified wood
EQ,EQ,Indoor Environmental Quality,cat,15,9,15,Greek Fraternity Community Building,3,9/15,EQ - Indoor Environmental Quality
EQ,EQp1,Minimum IAQ performance,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,EQp1 - Minimum IAQ performance
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,15,Greek Fraternity Community Building,3,prerequisite,EQp2 - Environmental Tobacco Smoke (ETS) control
EQ,EQc1,Outdoor air delivery monitoring,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc1 - Outdoor air delivery monitoring
EQ,EQc2,Increased ventilation,cred,1,0,15,Greek Fraternity Community Building,3,0/1,EQc2 - Increased ventilation
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc3.1 - Construction IAQ Mgmt plan - during contruction
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,0,15,Greek Fraternity Community Building,3,0/1,EQc3.2 - Construction IAQ Mgmt plan - before occupancy
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc4.1 - Low-emitting materials - adhesives and sealants
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc4.2 - Low-emitting materials - adhesives and sealants
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc4.3 - Low-emitting materials - flooring systems
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc4.4 - Low-emitting materials - composite wood and agrifiber products
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,0,15,Greek Fraternity Community Building,3,0/1,EQc5 - Indoor chemical and pollutant source control
EQ,EQc6.1,Controllability of systems - lighting,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc6.1 - Controllability of systems - lighting
EQ,EQc6.2,Controllability of systems - thermal comfort,cred,1,0,15,Greek Fraternity Community Building,3,0/1,EQc6.2 - Controllability of systems - thermal comfort
EQ,EQc7.1,Thermal comfort - design,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc7.1 - Thermal comfort - design
EQ,EQc7.2,Thermal comfort - verification,cred,1,1,15,Greek Fraternity Community Building,3,1/1,EQc7.2 - Thermal comfort - verification
EQ,EQc8.1,Daylight and views - daylight,cred,1,0,15,Greek Fraternity Community Building,3,0/1,EQc8.1 - Daylight and views - daylight
EQ,EQc8.2,Daylight and views - views,cred,1,0,15,Greek Fraternity Community Building,3,0/1,EQc8.2 - Daylight and views - views
ID,ID,Innovation,cat,6,5,15,Greek Fraternity Community Building,3,5/6,ID - Innovation
ID,IDc1,Innovation in design,cred,5,4,15,Greek Fraternity Community Building,3,4/5,IDc1 - Innovation in design
ID,IDc2,LEED Accredited Professional,cred,1,1,15,Greek Fraternity Community Building,3,1/1,IDc2 - LEED Accredited Professional
RP,RP,Regional Priority Credits,cat,4,2,15,Greek Fraternity Community Building,3,2/4,RP - Regional Priority Credits
RP,EAc2,On-site renewable energy,cred,1,0,15,Greek Fraternity Community Building,3,0/1,EAc2 - On-site renewable energy
RP,SSc4.4,Alternative transportation - parking capacity,cred,1,1,15,Greek Fraternity Community Building,3,1/1,SSc4.4 - Alternative transportation - parking capacity
RP,SSc6.1,Stormwater design - quantity control,cred,1,0,15,Greek Fraternity Community Building,3,0/1,SSc6.1 - Stormwater design - quantity control
RP,WEc1,Water efficient landscaping,cred,1,1,15,Greek Fraternity Community Building,3,1/1,WEc1 - Water efficient landscaping
RP,WEc2,Innovative wastewater technologies,cred,1,0,15,Greek Fraternity Community Building,3,0/1,WEc2 - Innovative wastewater technologies
RP,WEc3,Water use reduction,cred,1,0,15,Greek Fraternity Community Building,3,0/1,WEc3 - Water use reduction
TO,TO,Total,cat,110,50,15,Greek Fraternity Community Building,3,50/110,TO - Total
SS,SS,Sustainable sites,cat,26,19,14,West Utility Plant,3,19/26,SS - Sustainable sites
SS,SSp1,Construction activity pollution prevention,prereq,0,0,14,West Utility Plant,3,prerequisite,SSp1 - Construction activity pollution prevention
SS,SSc1,Site selection,cred,1,1,14,West Utility Plant,3,1/1,SSc1 - Site selection
SS,SSc2,Development density and communnity connectivity,cred,5,5,14,West Utility Plant,3,5/5,SSc2 - Development density and communnity connectivity
SS,SSc3,Brownfield redevlopment,cred,1,0,14,West Utility Plant,3,0/1,SSc3 - Brownfield redevlopment
SS,SSc4.1,Alternative transportation - public transportation access,cred,6,6,14,West Utility Plant,3,6/6,SSc4.1 - Alternative transportation - public transportation access
SS,SSc4.2,Alternative transportation - bicycle storage and changing rooms,cred,1,1,14,West Utility Plant,3,1/1,SSc4.2 - Alternative transportation - bicycle storage and changing rooms
SS,SSc4.3,Alternative transportation - low emitting and fuel efficient vehicles,cred,3,3,14,West Utility Plant,3,3/3,SSc4.3 - Alternative transportation - low emitting and fuel efficient vehicles
SS,SSc4.4,Alternative transporation - parking capacity,cred,2,0,14,West Utility Plant,3,0/2,SSc4.4 - Alternative transporation - parking capacity
SS,SSc5.1,Site development - protect or restore habitat,cred,1,0,14,West Utility Plant,3,0/1,SSc5.1 - Site development - protect or restore habitat
SS,SSc5.2 ,Site development - maximize open space,cred,1,1,14,West Utility Plant,3,1/1,SSc5.2  - Site development - maximize open space
SS,SSc6.1 ,Stormwater design - quantity control,cred,1,1,14,West Utility Plant,3,1/1,SSc6.1  - Stormwater design - quantity control
SS,SSc6.2,Stormwater design - quality control,cred,1,0,14,West Utility Plant,3,0/1,SSc6.2 - Stormwater design - quality control
SS,SSc7.1 ,Heat island effect - nonroof,cred,1,0,14,West Utility Plant,3,0/1,SSc7.1  - Heat island effect - nonroof
SS,SSc7.2,Heat island effect - roof,cred,1,1,14,West Utility Plant,3,1/1,SSc7.2 - Heat island effect - roof
SS,SSc8,Light pollution reduction,cred,1,0,14,West Utility Plant,3,0/1,SSc8 - Light pollution reduction
WE,WE,Water efficiency,cat,10,6,14,West Utility Plant,3,6/10,WE - Water efficiency
WE,WEp1,Water use reduction,prereq,0,0,14,West Utility Plant,3,prerequisite,WEp1 - Water use reduction
WE,WEc1,Water efficient landscaping,cred,4,4,14,West Utility Plant,3,4/4,WEc1 - Water efficient landscaping
WE,WEc2,Innovative wastewater technologies,cred,2,0,14,West Utility Plant,3,0/2,WEc2 - Innovative wastewater technologies
WE,WEc3,Water use reduction,cred,4,2,14,West Utility Plant,3,2/4,WEc3 - Water use reduction
EA,EA,Energy and Atmosphere,cat,53,19,14,West Utility Plant,3,19/53,EA - Energy and Atmosphere
EA,EAp1,Fundamental commissioning of building energy systems,prereq,0,0,14,West Utility Plant,3,prerequisite,EAp1 - Fundamental commissioning of building energy systems
EA,EAp2,Minimum energy performance,prereq,0,0,14,West Utility Plant,3,prerequisite,EAp2 - Minimum energy performance
EA,EAp3,Fundamental refrigerant Mgmt,prereq,0,0,14,West Utility Plant,3,prerequisite,EAp3 - Fundamental refrigerant Mgmt
EA,EAc1,Optimize energy performance,cred,19,14,14,West Utility Plant,3,14/19,EAc1 - Optimize energy performance
EA,EAc2,On-site renewable energy,cred,7,0,14,West Utility Plant,3,0/7,EAc2 - On-site renewable energy
EA,EAc3,Enhanced commissioning,cred,2,2,14,West Utility Plant,3,2/2,EAc3 - Enhanced commissioning
EA,EAc4,Enhanced refrigerant Mgmt,cred,2,2,14,West Utility Plant,3,2/2,EAc4 - Enhanced refrigerant Mgmt
EA,EAc5,Measurement and verification,cred,3,1,14,West Utility Plant,3,1/3,EAc5 - Measurement and verification
EA,EAc6,Green power,cred,2,0,14,West Utility Plant,3,0/2,EAc6 - Green power
EA,EAp4,Energy performance metering path,prereq,0,0,14,West Utility Plant,3,prerequisite,EAp4 - Energy performance metering path
MR,MR,Material and Resources,cat,14,6,14,West Utility Plant,3,6/14,MR - Material and Resources
MR,MRp1,Storage and collection of recyclables,prereq,0,0,14,West Utility Plant,3,prerequisite,MRp1 - Storage and collection of recyclables
MR,MRc1.1,"Building reuse - maintain existing walls, floors, and roof",cred,3,0,14,West Utility Plant,3,0/3,"MRc1.1 - Building reuse - maintain existing walls, floors, and roof"
MR,MRc1.2,Building reuse - maintain interior nonstructural element,cred,1,0,14,West Utility Plant,3,0/1,MRc1.2 - Building reuse - maintain interior nonstructural element
MR,MRc2,Construction waste Mgmt,cred,2,2,14,West Utility Plant,3,2/2,MRc2 - Construction waste Mgmt
MR,MRc3,Materials reuse,cred,2,0,14,West Utility Plant,3,0/2,MRc3 - Materials reuse
MR,MRc4,Recycled content,cred,2,2,14,West Utility Plant,3,2/2,MRc4 - Recycled content
MR,MRc5 ,Regional materials,cred,2,2,14,West Utility Plant,3,2/2,MRc5  - Regional materials
MR,MRc6,Rapidly renewable materials,cred,1,0,14,West Utility Plant,3,0/1,MRc6 - Rapidly renewable materials
MR,MRc7,Certified wood,cred,1,0,14,West Utility Plant,3,0/1,MRc7 - Certified wood
EQ,EQ,Indoor Environmental Quality,cat,15,13,14,West Utility Plant,3,13/15,EQ - Indoor Environmental Quality
EQ,EQp1,Minimum IAQ performance,prereq,0,0,14,West Utility Plant,3,prerequisite,EQp1 - Minimum IAQ performance
EQ,EQp2,Environmental Tobacco Smoke (ETS) control,prereq,0,0,14,West Utility Plant,3,prerequisite,EQp2 - Environmental Tobacco Smoke (ETS) control
EQ,EQc1,Outdoor air delivery monitoring,cred,1,1,14,West Utility Plant,3,1/1,EQc1 - Outdoor air delivery monitoring
EQ,EQc2,Increased ventilation,cred,1,1,14,West Utility Plant,3,1/1,EQc2 - Increased ventilation
EQ,EQc3.1,Construction IAQ Mgmt plan - during contruction,cred,1,1,14,West Utility Plant,3,1/1,EQc3.1 - Construction IAQ Mgmt plan - during contruction
EQ,EQc3.2,Construction IAQ Mgmt plan - before occupancy,cred,1,1,14,West Utility Plant,3,1/1,EQc3.2 - Construction IAQ Mgmt plan - before occupancy
EQ,EQc4.1,Low-emitting materials - adhesives and sealants,cred,1,1,14,West Utility Plant,3,1/1,EQc4.1 - Low-emitting materials - adhesives and sealants
EQ,EQc4.2,Low-emitting materials - adhesives and sealants,cred,1,1,14,West Utility Plant,3,1/1,EQc4.2 - Low-emitting materials - adhesives and sealants
EQ,EQc4.3,Low-emitting materials - flooring systems,cred,1,1,14,West Utility Plant,3,1/1,EQc4.3 - Low-emitting materials - flooring systems
EQ,EQc4.4,Low-emitting materials - composite wood and agrifiber products,cred,1,0,14,West Utility Plant,3,0/1,EQc4.4 - Low-emitting materials - composite wood and agrifiber products
EQ,EQc5,Indoor chemical and pollutant source control,cred,1,1,14,West Utility Plant,3,1/1,EQc5 - Indoor chemical and pollutant source control
